"","Jar No","Sample ID","Plastic","Nitrogen","Treatment","Time1","Time","Plastic code","DOC","MBC","Nitrate","Ammonium","pH","BG","CB","LAP","XYL","TN","SOC","13C"
"79",79,"HAN1T2","PLA/PHA","N1","PLA/PHA-N1","T2","15D","HA",47.4533233649332,387.571968206241,32.376527901492,0.01,6.52,124.206961301661,49.8665884717325,206.959694676514,26.8378413996043,0.118,1.863,-19.8934717510127
"80",80,"PLN1T2","PLA","N1","PLA-N1","T2","15D","PL",48.1317149081855,54.3707995093462,79.8722527015235,2.35524194335632,5.57,75.4710181907845,31.9696601471328,33.3046593921253,15.6472917245577,0.118,2.115,-18.6023450091914
"81",81,"CON0T3","NONE","N0","NONE-N0","T3","30D","CO",79.0719293039343,137.54091190658,28.0820279988724,0.264802104816493,6,80.1165419142352,34.7538973092918,40.3690698403772,17.5219836119594,0.109,1.106,-26.2642314162685
"82",82,"LDN0T3","LDPE","N0","LDPE-N0","T3","30D","LD",69.4328918398635,123.71800803393,25.8718522839739,0.35230321291248,6.09,76.892648465096,32.0727138845348,44.6074811599425,16.0199322439535,0.116,2.411,-30.7097481845546
"83",83,"BSN0T3","PBS","N0","PBS-N0","T3","30D","BS",73.9381333798112,88.8165064037501,18.084187620465,0.0995826783798686,6.15,66.1346553045274,28.8134046083434,35.5959740470379,14.4688422659326,0.115,1.946,-22.4788590934911
"84",84,"HAN0T3","PLA/PHA","N0","PLA/PHA-N0","T3","30D","HA",78.5671390788874,217.777493590619,0.0011,0.0996138125610097,7.25,104.947095519594,41.5050195290468,207.110034301996,21.79300195129,0.11,1.765,-20.3351751985705
"85",85,"PLN0T3","PLA","N0","PLA-N0","T3","30D","PL",75.5384372448117,95.9767793050715,25.8560562460289,0.435449342208916,6.29,75.9116092485866,30.1268902693644,39.5486548575353,14.6113425366174,0.116,1.786,-19.9770442860921
"86",86,"CON0T3","NONE","N0","NONE-N0","T3","30D","CO",68.7191054586895,171.746180467236,26.9541513362192,1.10627390534462,6.02,75.9044948156749,32.1856191305179,37.1690083489691,16.485117789571,0.116,1.131,-26.2519876243889
"87",87,"LDN0T3","LDPE","N0","LDPE-N0","T3","30D","LD",68.1480928921749,133.676103895044,18.9908090188424,0.868605848045804,6.1,71.9468441676349,30.127780945736,41.1931066433029,15.3939280864463,0.093,2.35,-31.0005382416952
"88",88,"BSN0T3","PBS","N0","PBS-N0","T3","30D","BS",70.2287272621641,91.7013542483661,17.9023513807128,0.860693296189732,6.17,74.2336286182078,29.7122992031974,39.067860530951,13.7217770139016,0.107,2.187,-21.1167372468852
"89",89,"HAN0T3","PLA/PHA","N0","PLA/PHA-N0","T3","30D","HA",81.0743040093138,264.855112587248,0.0013,0.76568327506942,7.09,105.781724596359,42.3781226844722,207.007473346172,22.2352033659418,0.112,1.758,-20.7433015945573
"90",90,"PLN0T3","PLA","N0","PLA-N0","T3","30D","PL",74.9236902903998,94.7603037371964,26.8697716175312,0.865585601192627,6.2,78.4337433906659,30.1809169895742,39.0262572161774,13.514202578055,0.115,1.779,-21.0442948115975
"91",91,"CON0T3","NONE","N0","NONE-N0","T3","30D","CO",70.3211652684637,113.520563332278,26.4473208798296,0.861819849556502,6.04,76.3900480483063,38.467102677229,42.3539599662201,20.3714506622629,0.111,1.103,-26.3917709150144
"92",92,"LDN0T3","LDPE","N0","LDPE-N0","T3","30D","LD",66.8887599725588,138.170564598046,26.0304878391842,0.941337072536443,6.1,71.2450730844025,33.8842905567862,42.2460988039613,18.057847958282,0.094,2.395,-30.729134188364
"93",93,"BSN0T3","PBS","N0","PBS-N0","T3","30D","BS",73.1097011065813,92.8178210092418,18.7174244241742,1.0245151762637,6.15,73.4166341038293,32.8502901672831,35.3058554170238,20.9141025480936,0.112,2.08,-22.9471841328859
"94",94,"HAN0T3","PLA/PHA","N0","PLA/PHA-N0","T3","30D","HA",82.7645080097399,214.243211728822,0.712843713049671,2.04826178340245,7.18,106.824984058951,43.1489708463481,205.096299252382,22.3741215208147,0.113,1.777,-20.7290171706977
"95",95,"PLN0T3","PLA","N0","PLA-N0","T3","30D","PL",75.9487006963304,96.9318013525856,26.2140920360097,2.20706529538605,6.22,65.2018945434749,33.2828280700642,37.5436172455036,19.4049730816248,0.118,1.744,-21.5922044982098
"96",96,"CON0T3","NONE","N0","NONE-N0","T3","30D","CO",72.8844727428024,92.5224509757756,26.5783246807801,1.21151065413805,6.05,62.0446961138397,32.1828697530328,38.1119148171921,16.6762144191433,0.116,1.125,-26.3172878477468
"97",97,"LDN0T3","LDPE","N0","LDPE-N0","T3","30D","LD",72.1249537375891,141.559756792549,27.5364362837489,1.09205435529008,6.08,70.5551254850308,33.0049885568802,39.0358237101502,17.1375634390113,0.095,2.476,-30.9903350817955
"98",98,"BSN0T3","PBS","N0","PBS-N0","T3","30D","BS",75.400638713806,90.566393909854,19.8673090312088,1.04058208468195,6.15,58.4621500865505,27.4067660803633,37.8563129928413,16.2099269488808,0.113,2.038,-21.3861006682364
"99",99,"HAN0T3","PLA/PHA","N0","PLA/PHA-N0","T3","30D","HA",87.3995219421102,274.455677056638,1.26023215473565,1.11974299555583,7.29,104.889849800652,41.7980342057875,204.399525675502,21.7162565102481,0.113,1.822,-20.4667959612762
"100",100,"PLN0T3","PLA","N0","PLA-N0","T3","30D","PL",80.4713237171264,86.9052016599448,27.9830751016551,1.44509700574697,6.21,66.7876899997535,30.7432641856362,37.5146628566991,16.7219091337087,0.116,1.84,-20.5025070209251
"101",101,"CON1T3","NONE","N1","NONE-N1","T3","30D","CO",74.2798043044619,96.1759547870544,95.5742751716356,1.39209693290677,5.76,57.4489592260045,30.9071466373545,33.6702153525342,15.4695617643642,0.122,1.126,-26.650931176466
"102",102,"LDN1T3","LDPE","N1","LDPE-N1","T3","30D","LD",66.7481176181259,172.55203841303,95.1878281730666,0.557211843431936,5.52,56.6891949697663,28.601410637631,30.1683222172818,12.0962177826649,0.123,2.605,-31.1566465881602
"103",103,"BSN1T3","PBS","N1","PBS-N1","T3","30D","BS",70.1943241456172,105.340143129256,88.6668075320573,0.714414647762777,5.53,60.1172403242559,28.5441861271991,31.2271369616546,12.5692756504066,0.124,1.922,-23.592023838545
"104",104,"HAN1T3","PLA/PHA","N1","PLA/PHA-N1","T3","30D","HA",78.8188939622974,390.371071993953,34.9126861065067,0.569077572878114,6.62,108.030266701474,43.0769824860533,229.70147082266,23.6166029839301,0.12,1.793,-20.9422632126008
"105",105,"PLN1T3","PLA","N1","PLA-N1","T3","30D","PL",82.7540015549575,84.3381953673775,92.9217685130638,0.381432946206589,5.69,57.550065776466,30.9530166231388,35.3783198853009,14.3204957441566,0.123,1.946,-19.576060102035
"106",106,"CON1T3","NONE","N1","NONE-N1","T3","30D","CO",70.4922823356159,103.523388524198,100.110816319854,0.741050125903777,5.71,102.12879771785,46.2177480066363,30.8363586549283,19.7081985745952,0.115,1.062,-26.4478882944626
"107",107,"LDN1T3","LDPE","N1","LDPE-N1","T3","30D","LD",71.8114813276945,168.686039765591,92.745938135207,0.564575718361252,5.53,90.3890994610709,39.6165921006607,21.0328112163373,19.4843599751596,0.121,2.636,-31.254596923197
"108",108,"BSN1T3","PBS","N1","PBS-N1","T3","30D","BS",82.101782681191,89.9483045293935,84.7270789228261,0.474334072079283,5.51,93.6383567125314,49.0319606184159,24.206582540578,20.7877360173384,0.122,1.923,-22.049306061715
"109",109,"HAN1T3","PLA/PHA","N1","PLA/PHA-N1","T3","30D","HA",78.5906192243324,299.464054736261,35.084198771,0.728988776631067,6.62,102.003487417404,40.9337927749433,224.565948558241,20.734671753529,0.124,1.841,-20.8290081377145
"110",110,"PLN1T3","PLA","N1","PLA-N1","T3","30D","PL",78.3079594636598,85.192003489355,93.2706496457786,0.224814216824767,5.75,94.3639153857922,45.8848213390337,23.0576635804246,19.8917751692824,0.125,1.849,-20.0168366097008
"111",111,"CON1T3","NONE","N1","NONE-N1","T3","30D","CO",74.5713194160374,94.0684262394594,93.3502468065493,0.225006073249356,5.66,87.3063590605931,36.9941587923905,25.888403771712,20.0056236368935,0.123,1.116,-26.5927731650379
"112",112,"LDN1T3","LDPE","N1","LDPE-N1","T3","30D","LD",74.4397861554103,139.402658584104,94.2470328273822,0.0583957732728191,5.55,81.819293399749,39.3200380438118,15.3632877746556,15.9454475980463,0.123,2.498,-31.1056307886618
"113",113,"BSN1T3","PBS","N1","PBS-N1","T3","30D","BS",79.7070209208424,94.872136158192,87.1236430800363,0.654088616391852,5.5,78.0722896744598,39.1136138365306,25.0637809578616,19.242074482956,0.125,1.975,-22.5308952089794
"114",114,"HAN1T3","PLA/PHA","N1","PLA/PHA-N1","T3","30D","HA",85.6224542072186,312.753925505064,35.5169442423217,0.477444499290474,6.56,98.8046028082872,41.0957707771522,222.939622550674,22.9433601137575,0.125,1.87,-20.8188049778148
"115",115,"PLN1T3","PLA","N1","PLA-N1","T3","30D","PL",78.0302612784598,92.8959020018126,102.441951272548,0.0583648189549159,5.69,79.1684176007415,36.9417757695198,27.5571941300701,18.8330428303613,0.125,1.852,-21.214687581922
"116",116,"CON1T3","NONE","N1","NONE-N1","T3","30D","CO",76.6100149550734,98.8290598936122,98.4507361150411,0.474170400459459,5.6,77.8217505520655,38.7722028722271,27.9717582680233,18.6849869875366,0.12,1.112,-26.8345880546601
"117",117,"LDN1T3","LDPE","N1","LDPE-N1","T3","30D","LD",73.7159792385845,141.53173190248,94.6416693585252,0.228646717201043,5.58,76.5993381564078,34.0315237512643,30.5780102549524,17.6907120794241,0.125,2.45,-31.2372515513675
"118",118,"BSN1T3","PBS","N1","PBS-N1","T3","30D","BS",74.7988095997804,113.006242574963,89.1082820885858,0.142982823638301,5.49,82.138815702929,35.7423749148566,30.4586427743329,17.2327227902654,0.128,1.941,-22.8186243181501
"119",119,"HAN1T3","PLA/PHA","N1","PLA/PHA-N1","T3","30D","HA",89.69115769312,323.687152145821,35.6820087614776,0.557113213929167,6.46,94.1314553134263,40.2233251881713,189.314860125788,21.3329239413508,0.122,1.821,-21.1075544029755
"120",120,"PLN1T3","PLA","N1","PLA-N1","T3","30D","PL",79.4516885556667,110.564646021188,105.344590067483,0.482117715613584,5.65,81.0682785011222,34.2435025750736,34.3126178703206,15.4022939257128,0.124,1.854,-20.3402767785203
"121",121,"CON0T4","NONE","N0","NONE-N0","T4","193D","CO",44.0504,300.042,101.096278941589,0.816280794602435,5.95,71.7128755232931,32.3464515849092,19.7560586910299,13.4920064354727,0.094,1.034,-25.845
"122",122,"LDN0T4","LDPE","N0","LDPE-N0","T4","193D","LD",46.32876,302.236093333333,102.108322449641,0.470542873914585,5.81,67.6351361855295,27.2875588420899,22.0698820122241,15.183285639058,0.094,2.616,-31.084
"123",123,"BSN0T4","PBS","N0","PBS-N0","T4","193D","BS",46.7522,313.893333333333,108.763253006824,0.54235785042205,5.75,62.4471755486204,21.8551782238311,20.8676070588479,10.5048093036293,0.078,2.071,-21.022
"124",124,"HAN0T4","PLA/PHA","N0","PLA/PHA-N0","T4","193D","HA",42.33452,316.490853333333,108.154129023073,1.24149670214673,6.39,68.8002046608783,26.6573246188853,199.985939561399,12.749243898625,0.083,1.602,-20.397
"125",125,"PLN0T4","PLA","N0","PLA-N0","T4","193D","PL",48.62924,219.627373333333,101.548049016054,0.885304053935743,5.72,72.5730886226845,31.2940271036595,22.5767803237847,15.6697094258977,0.081,2.045,-18.892
"126",126,"CON0T4","NONE","N0","NONE-N0","T4","193D","CO",47.44424,277.970453333333,101.930857185398,1.11939056485667,5.97,71.3794294468602,30.9555708503562,23.2641653525989,15.5602928548056,0.085,1.021,-25.994
"127",127,"LDN0T4","LDPE","N0","LDPE-N0","T4","193D","LD",46.75536,317.843333333333,95.1568399435921,0.502264273743057,5.83,64.5319613707453,28.9315128267253,22.9014355531625,15.8889521850221,0.088,2.69,-31.142
"128",128,"BSN0T4","PBS","N0","PBS-N0","T4","193D","BS",47.005,266.831453333333,105.399121868785,0.783216770444435,5.74,69.9788922452235,31.1742978785923,24.3412701609458,16.1835605404898,0.077,2.089,-21.045
"129",129,"HAN0T4","PLA/PHA","N0","PLA/PHA-N0","T4","193D","HA",42.2334,289.627693333333,98.2056620666209,0.844660685964215,6.43,71.9360505187271,27.1084760354783,205.753393284508,11.9506188890582,0.082,1.614,-20.527
"130",130,"PLN0T4","PLA","N0","PLA-N0","T4","193D","PL",46.4994,246.913973333333,96.8795689867372,0.658880992376163,5.76,65.0337591623953,29.3686127198048,21.3570960913538,15.8404537243395,0.081,2.024,-17.42
"131",131,"CON0T4","NONE","N0","NONE-N0","T4","193D","CO",46.51204,327.696213333333,102.56306574302,0.66551959179557,5.91,73.0076031277718,33.7006188980918,26.1724949698319,16.6785566898413,0.086,1.05,-26.169
"132",132,"LDN0T4","LDPE","N0","LDPE-N0","T4","193D","LD",43.69964,331.541933333333,95.9308237561462,0.657241984932441,5.81,73.9993801132822,34.0753744534734,28.4971239193416,18.781904543466,0.089,2.672,-31.04
"133",133,"BSN0T4","PBS","N0","PBS-N0","T4","193D","BS",47.25464,358.379813333333,75.5837132917326,1.13345326039507,5.76,74.8155133799143,34.3854716089242,31.5154559538792,19.1555141262599,0.076,1.943,-21.285
"134",134,"HAN0T4","PLA/PHA","N0","PLA/PHA-N0","T4","193D","HA",47.0524,292.579133333333,79.2912157042229,1.04209398930068,6.45,66.9492481130855,24.7866897557837,198.490646927013,11.5633623351069,0.083,1.593,-21.056
"135",135,"PLN0T4","PLA","N0","PLA-N0","T4","193D","PL",46.35088,291.308813333333,77.7049015143991,0.933095244411433,5.69,81.4260307603124,39.7047811635083,32.874614608327,20.1582114705173,0.084,2.246,-17.419
"136",136,"CON0T4","NONE","N0","NONE-N0","T4","193D","CO",47.88664,294.459333333333,88.8844641840547,0.620039945058125,5.88,74.9211078697248,36.1250129090973,30.9957861261954,16.9652706803845,0.083,0.996,-27.099
"137",137,"LDN0T4","LDPE","N0","LDPE-N0","T4","193D","LD",45.30176,321.259293333333,98.2921392826695,0.74398437756148,5.81,73.4328413999808,35.6672155063509,35.3017383793918,17.102907838157,0.088,2.592,-32.074
"138",138,"BSN0T4","PBS","N0","PBS-N0","T4","193D","BS",53.12592,316.468733333333,103.742200198907,0.962409301334421,5.75,69.8135334862766,33.1528266912646,32.2873416099808,16.1033895552711,0.077,2.093,-22.729
"139",139,"HAN0T4","PLA/PHA","N0","PLA/PHA-N0","T4","193D","HA",43.47212,296.876733333333,100.229032148212,1.15232014225129,6.47,69.8348371298506,27.0257678007267,203.033883740585,12.851160529269,0.082,1.538,-22.715
"140",140,"PLN0T4","PLA","N0","PLA-N0","T4","193D","PL",46.23396,263.570333333333,112.957494425678,0.861681556210345,5.71,69.3683052765549,33.4503999087379,31.5235790797483,16.3548584115558,0.083,2.043,-19.481
"141",141,"CON1T4","NONE","N1","NONE-N1","T4","193D","CO",54.29512,315.312173333333,170.050895173867,1.12497356019262,5.22,65.778598355146,31.8804450485949,19.9558178963315,15.4674705765665,0.092,1.03,-30.536
"142",142,"LDN1T4","LDPE","N1","LDPE-N1","T4","193D","LD",49.533,345.591293333333,173.122758134309,0.78124888911166,5.29,64.861713817178,32.195283204031,20.9866397222234,17.8381853049194,0.1,2.548,-33.791
"143",143,"BSN1T4","PBS","N1","PBS-N1","T4","193D","BS",55.5844,362.506773333333,171.895324363534,1.23533542819067,5.29,65.2230802120245,34.45038280116,22.4155342185428,18.372512805596,0.082,1.927,-23.794
"144",144,"HAN1T4","PLA/PHA","N1","PLA/PHA-N1","T4","193D","HA",45.11532,313.504653333333,175.103387539889,0.972033394347766,6.35,68.3746879121123,30.053907233798,209.509570953672,15.1822355051769,0.09,1.593,-25.294
"145",145,"PLN1T4","PLA","N1","PLA-N1","T4","193D","PL",52.85416,311.709773333333,165.492933563991,0.848852550410687,5.29,59.2886564547699,31.7322770248102,17.4505464334719,16.1091445274827,0.09,2.024,-21.219
"146",146,"CON1T4","NONE","N1","NONE-N1","T4","193D","CO",48.82516,322.656013333333,164.2087439627,0.541008701540403,5.23,64.4377081484652,35.5144801948216,22.7907908227121,19.2729752670064,0.091,1.05,-30.932
"147",147,"LDN1T4","LDPE","N1","LDPE-N1","T4","193D","LD",46.7364,336.917093333333,177.332448360883,0.857362350414805,5.26,61.6498367546173,30.205926393235,21.7563815411945,15.8246030496571,0.098,2.647,-32.152
"148",148,"BSN1T4","PBS","N1","PBS-N1","T4","193D","BS",48.33852,341.239973333333,165.008887659752,0.667200196825357,5.3,61.5274508434475,32.696069697323,23.9858351375169,16.9905541782499,0.086,1.967,-24.58
"149",149,"HAN1T4","PLA/PHA","N1","PLA/PHA-N1","T4","193D","HA",46.00328,327.560333333333,160.168666085693,1.02118337806475,6.39,74.3510490776523,27.7057205997593,202.286324960776,12.5335081260286,0.089,1.554,-24.965
"150",150,"PLN1T4","PLA","N1","PLA-N1","T4","193D","PL",49.7931733333333,320.387133333333,171.979000720663,1.22620733389369,5.27,63.2350334413739,29.7663190207203,27.5499890000196,9.91328614846902,0.089,1.945,-21.257
"151",151,"CON1T4","NONE","N1","NONE-N1","T4","193D","CO",54.3046,341.429573333333,162.449761869763,1.01861112774216,5.26,70.7857152671793,33.6708249673703,26.0372642800572,11.6675902258727,0.093,1.063,-31.165
"152",152,"LDN1T4","LDPE","N1","LDPE-N1","T4","193D","LD",46.22448,353.800973333333,167.034360081474,1.26035487990086,5.27,67.7008227304461,28.8550012652227,27.2721303744068,10.5356650060548,0.098,2.794,-33.388
"153",153,"BSN1T4","PBS","N1","PBS-N1","T4","193D","BS",49.38132,369.869573333333,120.132346056229,0.501017960408707,5.29,67.2109523096615,30.1612947373472,26.2349994634244,10.3539778044562,0.084,2.1,-23.974
"154",154,"HAN1T4","PLA/PHA","N1","PLA/PHA-N1","T4","193D","HA",46.87544,366.684293333333,144.165782852239,1.16964826469116,6.39,76.3235453244044,28.264631326708,202.925930750272,13.1189336372245,0.085,1.591,-24.268
"155",155,"PLN1T4","PLA","N1","PLA-N1","T4","193D","PL",46.87544,342.033133333333,134.735394293024,0.61089930704744,5.32,65.3614695547232,29.7687071372211,25.4602313011239,12.0461698339005,0.085,1.958,-21.945
"156",156,"CON1T4","NONE","N1","NONE-N1","T4","193D","CO",49.06216,335.375013333333,121.216404547951,0.423721384852712,5.24,66.5958784968037,30.4824215690162,25.3938961638886,13.3543248546941,0.087,1.051,-25.748
"157",157,"LDN1T4","LDPE","N1","LDPE-N1","T4","193D","LD",46.3414,362.800653333333,162.191524611189,0.689129403737376,5.24,66.0786042785404,28.8268019200529,25.7019387466183,12.6727493085218,0.098,2.675,-30.702
"158",158,"BSN1T4","PBS","N1","PBS-N1","T4","193D","BS",49.81424,337.801893333333,176.458254193014,0.81832661113026,5.33,64.3938544456729,30.8199996096542,25.6105095217209,13.2098326807402,0.084,2.091,-20.325
"159",159,"HAN1T4","PLA/PHA","N1","PLA/PHA-N1","T4","193D","HA",51.55224,339.422973333333,159.830406812514,1.78973454301075,6.29,74.0693081886591,27.7203391152291,189.54751121939,14.3560399608724,0.09,1.653,-19.98
"160",160,"PLN1T4","PLA","N1","PLA-N1","T4","193D","PL",49.64992,314.974053333333,160.340824258076,1.19668714041267,5.33,66.3590274603977,30.7941584937714,26.3052609725544,12.9073261563487,0.087,2.027,-17.808
